"","Year","Location","Detail","Value"
"3087",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
"3088",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
"3089",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
"3090",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
"3091",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
"3092",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
"3093",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
"3094",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
"3095",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3096",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3097",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3098",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3099",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3100",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3101",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3102",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3103",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3104",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3105",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3106",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3107",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3108",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3109",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3110",1998,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",841
"3111",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3112",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3113",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3114",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3115",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3116",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3117",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3118",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3119",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3120",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3121",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3122",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3123",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3124",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3125",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3126",1999,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",865
"3127",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3128",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3129",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3130",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3131",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3132",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3133",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3134",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3135",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3136",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3137",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3138",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3139",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3140",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3141",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3142",2000,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",815
"3143",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3144",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3145",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3146",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3147",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3148",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3149",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3150",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3151",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3152",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3153",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3154",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3155",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3156",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3157",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3158",2001,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",899
"3159",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3160",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3161",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3162",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3163",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3164",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3165",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3166",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3167",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3168",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3169",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3170",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3171",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3172",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3173",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3174",2002,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",925
"3175",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3176",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3177",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3178",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3179",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3180",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3181",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3182",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3183",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3184",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3185",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3186",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3187",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3188",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3189",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3190",2003,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3191",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3192",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3193",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3194",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3195",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3196",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3197",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3198",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3199",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3200",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3201",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3202",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3203",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3204",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3205",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3206",2004,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1001
"3207",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3208",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3209",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3210",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3211",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3212",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3213",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3214",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3215",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3216",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3217",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3218",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3219",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3220",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3221",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3222",2005,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1025
"3223",2006,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1107
"3224",2006,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1107
"3225",2006,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1107
"3226",2006,"Bay Of Plenty District","Average_Income_from_All_Sources_collected",1107
